TASK_ID,DESCRIPTION,street_name,address,entity
21032998530004,来电人于3月29日在宁国路奥斯卡KTV消费，被门口保安殴打，随后拨打110报警，但民警一直未到现场，要求督促处理。,合肥市,宁国路奥斯卡KTV,奥斯卡KTV
21032998970006,反映瑶海区临泉路12号，有施工单位在进行钻地施工，噪音扰民，望处理。,瑶海区,瑶海区临泉路12号,
21032998390005,反映瑶海区新安江路与郎溪路交叉口保利国际广场，近期夜间有施工单位在进行绿化施工，现场挖掘机施工噪音扰民，望处理。,瑶海区,瑶海区新安江路与郎溪路交叉口保利国际广场,保利国际广场
21032998340007,合肥市轨道交通集团有限公司黄同志来电反映蜀山区东至路与贵池路交口拆迁工地施工。已外呼蜀山区城管局交办处理。,蜀山区,蜀山区东至路与贵池路交口拆迁工地,轨道交通集团有限公司
21032998680004,再次反映蜀山区金寨路与太湖路交叉口，有施工单位在进行渣土外运，噪音扰民，表示目前为止还未有人处理。要求立即处理。,蜀山区,蜀山区金寨路与太湖路交叉口,
21032998300005,反映瑶海区临泉路12号凯越商务酒店门口道路施工，噪音扰民，望相关部门核实处理。,瑶海区,瑶海区临泉路12号凯越商务酒店门口,凯越商务酒店
21032998530005,反映瑶海区临泉路12号凯越商务酒店门口道路施工，噪音扰民，望处理。,瑶海区,瑶海区临泉路12号凯越商务酒店门口,凯越商务酒店
21032998680005,再次反映经开区繁华大道与枫林路交口人行通道正在修建，噪音扰民，望及时处理。,经开区,经开区繁华大道与枫林路交口,
21032998970007,反映蜀山区金寨路与太湖路交叉口，有施工单位在进行渣土外运，噪音扰民，表示目前为止还未有人处理，若十分钟内无法解决，就准备砍人，要求立即处理。,蜀山区,蜀山区金寨路与太湖路交叉口,
21032998300006,金寨路与仙霞路交口地铁施工，噪音扰民，望相关部门核实处理。,合肥市,金寨路与仙霞路交口,
21032998530006,反映瑶海区临泉路12号凯越商务酒店门口道路施工，噪音扰民，望相处理。,瑶海区,瑶海区临泉路12号凯越商务酒店门口,凯越商务酒店
21032998340008,反映包河区马鞍山路高架全段封闭，咨询是何原因。,包河区,包河区马鞍山路高架,
21032998680006,再次反映瑶海区临泉路12号凯越商务酒店门口道路施工，噪音扰民，要求给予立即解决。,瑶海区,瑶海区临泉路12号凯越商务酒店门口,凯越商务酒店
21032998300007,来电人无具体诉求。,合肥市,,
21032998530007,反映瑶海区临泉路12号凯越商务酒店门口道路施工，噪音扰民，要求处理。,瑶海区,瑶海区临泉路12号凯越商务酒店门口,凯越商务酒店
21032998970008,无具体诉求。,合肥市,,
21032998340009,来电人无具体诉求。,合肥市,,
21032998300008,外呼肥西县派河大桥工地正在施工，噪音扰民，要求处理。,肥西县,肥西县派河大桥工地,
21032998680007,反映瑶海区临泉路12号凯越商务酒店门口道路施工，噪音扰民，要求处理。,瑶海区,瑶海区临泉路12号凯越商务酒店门口,凯越商务酒店
21032998970009,反映宿州市的问题，要求转接省长热线。,合肥市,宿州市,
21032998300009,反映因其妹妹被强奸在逍遥津派出所报警，派出所民警不作为问题。,合肥市,逍遥津派出所,逍遥津派出所
21032998340010,反映肥东县包公大道与桥头集路交口有渣土车正在偷倒渣土，要求处理。,肥东县,肥东县包公大道与桥头集路交口,
21032998680008,反映经开区引针路与莲蕊路交口，莲蕊路地下的工程正在施工，噪音扰民，望及时处理。,经开区,经开区引针路与莲蕊路交口,
21032998970010,反映瑶海区临泉路12号凯越商务酒店门口道路施工，噪音扰民，要求处理。,瑶海区,瑶海区临泉路12号凯越商务酒店门口,凯越商务酒店
21032998300010,无效电话。,合肥市,,
21032998340011,反映经开区清华路与宿松路交口“清华水木园”小区每天夜间施工噪音严重扰民，望核实处理。,经开区,经开区清华路与宿松路交口“清华水木园”小区,“清华水木园”小区
21032998390006,反映瑶海区临泉路12号凯越商务酒店门口在进行道路施工，噪音扰民，望处理。,瑶海区,瑶海区临泉路12号凯越商务酒店门口,凯越商务酒店
21032998970011,反映瑶海区临泉路12号凯越商务酒店门口道路施工，噪音扰民，要求处理。,瑶海区,瑶海区临泉路12号凯越商务酒店门口,凯越商务酒店
21032998300011,反映包河区滨湖新区万年埠路与南昌路交口联投新安里小区A区东门对面正在施工，噪音扰民，要求相关部门核实处理。,包河区,包河区滨湖新区万年埠路与南昌路交口联投新安里小区A区东门对面,联投新安里小区
21032998680009,反映经开区宿松路清华水木园施工地正在施工，噪音扰民，望及时处理。,经开区,经开区宿松路清华水木园施工地,清华水木园
21032998340012,无效电话。,合肥市,,
21032998970012,反映包河区延安路和南淝河路交口向北100米，有渣土车在拉运渣土，噪音扰民，要求处理。,包河区,包河区延安路和南淝河路交口向北100米,
21032998390007,反映蜀山区望江西路与科学大道交叉口书法大厦西侧的国风塑业，现在有人正在拆迁，噪音扰民，望处理。,蜀山区,蜀山区望江西路与科学大道交叉口书法大厦西侧,书法大厦
21032998680010,反映包河区湖北路与万泉河路交口“四河网苑”网吧，普皖售卖17/包，金皖30元/包，来电人表示违反了烟草局规定的价格，要求给予查处。,包河区,包河区湖北路与万泉河路交口“四河网苑”网吧,四河网苑
21032998340013,反映3月28日下午在巢湖市苏湾镇东黄村的滁河边钓鱼，但苏湾镇派出所工作人员对其进行驱赶，认为不合理，要求处理。,巢湖市,巢湖市苏湾镇东黄村的滁河边,
21032998300012,反映蜀山区金寨路和绩溪路交口西北角的工地，每天彻夜施工，噪音扰民，望相关部门核实处理。,蜀山区,蜀山区金寨路和绩溪路交口西北角,
21032998970013,反映庐阳区宿州路逍遥津公园里有人员在施工，噪音扰民，要求帮助处理。,庐阳区,庐阳区宿州路逍遥津公园,逍遥津公园
21032998390008,咨询肥东县新城开发区陈大郢生产队一村民反映该村塘坝征收后，其一直没有收到征收款，而村里其他干部却分到了该笔征收款问题的处理进度。,肥东县,肥东县新城开发区陈大郢生产队,生产队
21032998680011,来电人再次反映蜀山区东至路与贵池路交口拆迁工地施工，噪音扰民，要求处理，要求给予回复。,蜀山区,蜀山区东至路与贵池路交口拆迁工地,
21032998300013,反映肥西县繁华大道某工地施工，噪音扰民，望相关部门核实处理。,肥西县,肥西县繁华大道,
21032998340014,反映庐阳区长江中路团结巷内有人在进行路面施工，噪音扰民，望处理。,庐阳区,庐阳区长江中路团结巷,
21032998390009,反映庐阳区五河路双岗菜市场在进行老街改造，每天夜间大型机械声严重扰民，望核实处理。,庐阳区,庐阳区五河路双岗菜市场,双岗菜市场
21032998970014,反映庐阳区三十岗乡大姚路准备修建，施工单位将路边树木进行修建，锯树声噪音扰民，对此不满，要求处理。,庐阳区,庐阳区三十岗乡大姚路,
21032998340015,反映庐阳区双岗菜市场五河路东段现正在修路，噪音严重扰民，要求尽快处理。,庐阳区,庐阳区双岗菜市场五河路东段,双岗菜市场
21032998680012,来电人反映宿州路双岗菜市场，正在施工，噪音扰民，望及时处理。,庐阳区,宿州路双岗菜市场,双岗菜市场
21032998300014,滴滴司机来电反映，3月28日23:30在包河区锦绣大道与广西路交口车辆被公安局工作人员拦下来，要求查询网约车营运证，周围有很多车辆，但只查询其一人的车辆，来电人认为公安局工作人员没有权利查询网约车营运证，并且对自己存在执法不公的行为，对此不满，要求投诉。,包河区,包河区锦绣大道与广西路交口,
21032998390010,反映庐阳区五河路双岗菜市场内有人在施工，每天夜间噪音严重扰民，望核实处理。,庐阳区,庐阳区五河路双岗菜市场,双岗菜市场
21032998340016,无效电话。,合肥市,,
21032998680013,蜀山区高流路聚凤华庭3栋1904业主反映，3月29日因该栋20楼反应其家里孩子扰民，一直协商未果，后报警处理，目前没有给予处理结果，要求处理。,蜀山区,蜀山区高流路聚凤华庭3栋1904,聚凤华庭
21032998970015,无具体诉求。,合肥市,,
21032998340017,反映庐阳区双岗菜市场五河路东段现正在修路，噪音严重扰民，要求尽快处理。,庐阳区,庐阳区双岗菜市场五河路东段,双岗菜市场
21032998300015,蜀山区高流路聚凤华庭3栋1904业主反映，3月29日因该栋20楼反应其家里孩子扰民，一直协商未果，后报警处理，目前没有给予处理结果，要求处理。,蜀山区,蜀山区高流路聚凤华庭3栋1904,聚凤华庭
21032998970016,反映3月29日凌晨2：30在庐阳区四里河路云龙足道消费，因工作人员态度恶劣在交谈时，对方将自己手机损坏，但对方不处理。向大杨镇派出所反映，但民警（警号：006118）让自己等待电话通知，对此不满，要求投诉。,庐阳区,庐阳区四里河路云龙足道,云龙足道
21032998680014,巢湖市夏阁镇筛箩筐村村民反映，反映家庭房屋是危房，要求申请危房改造，望协调处理。,巢湖市,巢湖市夏阁镇筛箩筐村,筛箩筐村
21032998340018,市公安局工作人员三方通话：蜀山区高流路聚凤华庭3栋1904业主反映，3月29日因该栋20楼业主反映其家里孩子扰民，报警后，一直未无人处理，要求处理。,蜀山区,蜀山区高流路聚凤华庭3栋1904,聚凤华庭
21032998390011,瑶海区大兴镇张集路大兴新居C7栋2503室居民反映，该栋2603室卫生间渗水，导致其户房屋漏水，屋顶破败，影响居民生活，对此不满，要求帮助维修。瑶海区3月22日回复：“经大兴镇核实，物业服务中心已联系瑶海区重点局施工单位，重点局回复正在走招标程序，等招标手续完善后施工单位进场后就安排维修人员到您户查看修复。”来电人对此答复不认可，称至今没有处理好，对此不满，要求投诉。,瑶海区,瑶海区大兴镇张集路大兴新居C7栋2503室,大兴新居
21032998970017,巢湖市夏阁镇大焦村筛箩筐组村民反映，今年满58周岁，准备一次性补缴15年的居民养老保险，咨询到达60周岁能领取多少退休金。（身份证号：342601196403214932）,巢湖市,巢湖市夏阁镇大焦村筛箩筐组,大焦村
21032998300016,反映庐阳区双岗菜市场五河路东段现正在修路，噪音严重扰民，要求尽快处理。,庐阳区,庐阳区双岗菜市场五河路东段,双岗菜市场
21032998680015,来电人要求撤销（流水单：21032898300032）反映因其妹妹被强奸在逍遥津派出所报警，派出所民警不作为问题。,合肥市,逍遥津派出所,逍遥津派出所
21032998390012,反映包河区曙光新村西侧的工地，有人在进行施工，噪音扰民，望处理。,包河区,包河区曙光新村西侧,曙光新村
21032998300017,巢湖市夏阁镇大焦村筛箩筐组村民反映，今年满58周岁，准备一次性补缴15年的居民养老保险，咨询到达60周岁能领取多少退休金。,巢湖市,巢湖市夏阁镇大焦村筛箩筐组,大焦村
21032998680016,无效电话。,合肥市,,
21032998340019,新站区天水路力高君御世家小区业主反映，每天都有洒水车在3:00之后在小区附近道路上进行洒水作业，车辆产生的噪音影响周边居民休息，要求更改洒水作业时间。,新站区,新站区天水路力高君御世家小区,力高君御世家小区
21032998300018,反映在某酒店入住，酒店工作人员未告知其房间在哪里。,合肥市,,
21032998680017,再次反映庐阳区双岗菜市场五河路东段现正在修路，噪音严重扰民，要求尽快处理。,庐阳区,庐阳区双岗菜市场五河路东段,双岗菜市场
21032998340020,蜀山区高流路聚凤华庭3栋1904业主反映，3月29日20楼业主反映其家里小孩扰民，报警后五里墩派出所出警，将其带到派出所，但对处理结果不认可，要求处理。,蜀山区,蜀山区高流路聚凤华庭3栋1904,聚凤华庭
21032998300019,来电人反映云飞路合肥七中附近工地正在施工，浇筑混凝土，噪音扰民，望及时处理。,高新区,云飞路合肥七中附近工地,合肥七中
21032998970018,反映包河区珠江路和云南路交口西侧的工地在修建，经常有大型车辆经过此处，导致通往南河村的乡间小路被损坏，造成附近居民出行不便，对此不满，要求处理。（包河区回复：来电人反映的乡间小路损坏，是因市滨投施工经常有大型车辆进出导致，具体情况建议咨询市滨投。）,包河区,包河区珠江路和云南路交口西侧的工地,
21032998340021,包河区宿松路与龙图路交口信达天御小区业主反映，小区的商业街工地正在施工，噪音扰民，要求处理。,包河区,包河区宿松路与龙图路交口信达天御小区,信达天御小区
21032998680018,来电人反映高新区云飞路合肥七中附近工地正在施工，浇筑混凝土，噪音扰民，望及时处理。,高新区,高新区云飞路合肥七中附近工地,合肥七中
21032998390013,反映新站区瑶海公园靠近北二环一侧有人在使用重型机械进行路面施工，噪音扰民，望处理。,新站区,新站区瑶海公园靠近北二环一侧,瑶海公园
21032998340022,反映其跟随私人老板做兼职，现被克扣工资，咨询如何处理。,合肥市,,
21032998680019,反映肥东县撮镇店中路合肥永信建材公司加工器材的机械加工声音过大，噪音扰民，望及时处理。,肥东县,肥东县撮镇店中路合肥永信建材公司,合肥永信建材公司
21032998530008,反映包河区靶场路城市之家沿街商铺“葛记大排档”，经常在夜间将桌椅摆放在室外占道经营，噪音扰民，望核实处理。,包河区,包河区靶场路城市之家沿街商铺“葛记大排档”,葛记大排档
21032998970019,包河区宿松路与龙图路交口信达天御小区业主反映，小区的商业街工地正在施工，噪音扰民，要求处理。,包河区,包河区宿松路与龙图路交口信达天御小区,信达天御小区
21032998340023,反映庐阳区双岗菜市场五河路东段现正在修路，噪音严重扰民，要求尽快处理。,庐阳区,庐阳区双岗菜市场五河路东段,双岗菜市场
21032998680020,反映大东门圣大国际酒吧，噪音扰民，要求转接城市管理局。,合肥市,大东门圣大国际酒吧,圣大国际酒吧
21032998530009,无效电话。,合肥市,,
21032998390014,反映新站区包公大道与郎溪路交叉口有个渣土车基地，每天该处噪音扰民，望处理。,新站区,新站区包公大道与郎溪路交叉口,
21032999850001,111111111111111,合肥市,,
21032998970020,反映肥西县天海路和金寨路交口由北向南方向，左拐车道只有一个，但左拐车辆较多，建议增加一个左拐车道。,肥西县,肥西县天海路和金寨路交口,
21032998680021,蜀山区高流路聚凤华庭3栋1904业主反映，3月29日20楼业主反映其家里小孩扰民，报警后五里墩派出所出警，将其带到派出所，在此期间工作人员有对来电人进行推攘，在执法的过程中未明确告知来电人处理结果，直接让20楼业主离开，对此执法不认可，认为执法不公，要求投诉。,合肥市,蜀山区高流路聚凤华庭3栋1904,聚凤华庭
21032998530010,反映肥东县撮镇店中路合肥永信建材公司加工器材的机械加工声音过大，噪音扰民，望处理。,肥东县,肥东县撮镇店中路合肥永信建材公司,合肥永信建材公司
21032998390015,反映新站区大众路与浍水路交口绿地柏仕公馆三期，每天夜间有混泥土搅拌的噪音，对此不满，要求投诉。,新站区,新站区大众路与浍水路交口绿地柏仕公馆三期,绿地柏仕公馆
21032998340024,庐阳区肥西路畅园新村西区小区业主反映，该小区每天5:00左右垃圾车进行清运垃圾时，产生的噪声严重影响业主休息，对此不满，要求处理。,庐阳区,庐阳区肥西路畅园新村西区小区,畅园新村西区小区
21032998970021,反映蜀山区石台路九华华林家园8栋1单元1701室住户将房屋改造为群租房向外出租，对此不满，要求处理。（请明确有无违反群租规定的行为）,蜀山区,蜀山区石台路九华华林家园8栋1单元1701室,九华华林家园
21032998340025,无效电话。,合肥市,,
21032998530011,反映瑶海区临泉路景泰苑2栋1单元601室业主，将房屋隔成多间对外出租，属于群租房，望查处。,瑶海区,瑶海区临泉路景泰苑2栋1单元601室,景泰苑
21032998680022,来电人反映，在肥西县翡翠路与仙霞路交叉口翡翠正荣府从事木工工作，承建单位是中国核工业部二十二局，3与27日该工地安全员跑到其房间内对其进行殴打，目前住院状态，至今承建单位没有处理此事件，要求承建单位给予处罚和该承建单位继续聘用此安全员解释说明。,肥西县,肥西县翡翠路与仙霞路交叉口翡翠正荣府,翡翠正荣府
21032998970022,无效电话。,合肥市,,
21032998390016,咨询长丰县阿奎利亚母子跳楼事件的处理结果。,长丰县,长丰县阿奎利亚,
21032998340026,反映肥西县严店乡严刘路上有许多渣土车运输过程抛撒的泥土，无人清理，要求处理。,肥西县,肥西县严店乡严刘路上,
21032998530012,反映黄山市派出所的问题。,合肥市,黄山市派出所,黄山市派出所
21032998680023,来电人反映3月29日在火车站地铁站内无法用手机支付地铁费用，工作人员告知需要下载地铁APP方可支付，对此不认可，要求设立手机直接支付平台，方便市民出行。,合肥市,,
21032998340027,反映包河区环城南路与徽州大道交口东南角有流动摊贩占道经营，影响交通通行，要求处理。,包河区,包河区环城南路与徽州大道交口东南角,
21032998530013,包河区珠光南苑西区业主反映，该小区有住户正在办理丧事，但播放的丧乐扰民严重，咨询能否帮助协调处理。,包河区,包河区珠光南苑西区,珠光南苑
21032998680024,肥东县梁园镇新合村东二组村民反映：1、该村村书记张军武上届选举期间请了许多村干部吃工作餐，导致其中一位姓周的书记当时喝完酒后突然猝死。现下届选举即将举行，认为张军武继续连任村书记一职不合理，要求取消选举资格，并要求帮助查询工作餐经费来源，核实工作餐饮酒是否违规。2、来电人上报了38000元的汛情损失，但实际只发放4000元，来电人对此不满，望相关单位核实处理。肥东县政府于2021年3月19日答复：“镇应急部门与社区积极调查了解，因其上报的洪灾损失与实际不符，对照该户实际受灾情况，给予其发放4000元补助款。”来电人对此答复不认可，表示目前无人联系其，也无人到家中核实汛情受损情况，认为汛情补助发放不合理，望督促处理。,肥东县,肥东县梁园镇新合村东二组,新合村
21032998970023,包河区徽州大道453号省国防公办家属区住户反映，小区之前进行的老旧小区改造，但一直未解决电动车停放问题，导致住户停车不便，对此不满，要求处理。,包河区,包河区徽州大道453号省国防公办家属区,家属区
21032998300020,无效电话。,合肥市,,
21032998530014,反映：1、新站区磨店社区磨店美食街红府超市门口，现有大量流动摊贩占道经营，影响通行，要求处理。2、磨店美食街供电所对面的水果商铺，将商品摆放在室外占道经营，望查处。,新站区,新站区磨店社区磨店美食街红府超市,红府超市
21032998340028,来电咨询北京时间。,合肥市,,
21032998390017,反映某平台集团假借拍卖为由骗了其1万多元，对此不满，要求投诉。,合肥市,,
21032998680025,来电人反映扶苏路至萧城路交口，萧城路省二院工地夜间施工，噪音扰民，要求处理。,新站区,扶苏路至萧城路交口,
21032998300021,无效电话。,合肥市,,
21032998340029,巢湖市散兵镇高林村山陈组村民反映，村庄正在进行修建“村村通”道路，施工单位的工程车将其家门口的地面压坏，向施工单位反映无果，要求处理。,巢湖市,巢湖市散兵镇高林村山陈组,高林村
21032998390018,反映肥西县上派镇卫星社区大市场内的锦湖轮胎洗车店，将水果筐摆放在门口，轮胎也堆放在门外，同时也在门口洗车，影响其他人通行，对此不满，要求投诉。肥西县3月23日回复：“经上派镇了解，2021年3月22日已安排市场管理人员上户劝阻，经营户已整改。”对此不满，称至今没有改善，望督促处理。,肥西县,肥西县上派镇卫星社区大市场内的锦湖轮胎洗车店,锦湖轮胎洗车店
21032998300022,咨询养老保险缴费基数。,合肥市,,
21032998530015,长丰县朱巷镇朱巷社区南圩组居民反映：该处房屋几年前已被拆迁，但至今未回迁安置。现未经该村居民同意，将土地征收，并有施工单位被征的土地上施工建设，对此不满，要求处理。,长丰县,长丰县朱巷镇朱巷社区南圩组,朱巷社区
21032998680026,"庐阳区凤淮路瑞地祥和府业主反映，小区东门商铺反手鲜包""使用喇叭播放售卖包子的广告，噪音扰民，望及时处理。""",庐阳区,庐阳区凤淮路瑞地祥和府,瑞地祥和府
21032998340030,庐阳区四里河路万科森林公园锦庭业主反映，因小区内的停车位不足，导致业主将车辆停放在小区的道路边，但物业公司经常使用锁将车辆锁起来，认为不合理，要求投诉。,庐阳区,庐阳区四里河路万科森林公园锦庭,万科森林公园锦庭
21032998530016,反映瑶海区和平路和平路小学门口路段正在维修，路面有很多石子未清理，人来人往存在安全隐患，要求核实处理。,瑶海区,瑶海区和平路和平路小学门口,和平路小学
21032998970024,反映蜀山区肥西路28号文惠园小区门口的人行道处，有一辆中通快递的电动三轮车一直停放此处，无人处理，影响出行，对此不满，要求核实处理。,蜀山区,蜀山区肥西路28号文惠园小区,文惠园小区:中通快递
21032998300023,反映高新区长宁大道（长江西路往机场方向）路段，放有石墩影响车辆通行，建议撤走石墩。,高新区,高新区长宁大道（长江西路往机场方向）,
21032998680027,新站区七里塘社区回迁小区张洼新村住户反映，该小区每家一辆机动车可以在小区地面停车位免费停放，但是只能从西门出入，而且每次出入均需要下车登记，如果租赁了小区地下停车位，小区的任何一个门可以自由出入，来电人表示出入西门手续如此繁琐，这是物业变向逼迫业主租赁地下停车位的方式，对此不满，要求简化流程，望核查处理。,新站区,新站区七里塘社区回迁小区张洼新村,七里塘社区:张洼新村
21032998970025,反映庐阳区城隍庙庙东街两侧的商户，将货物摆放在店外经营，影响居民出行，且有安全隐患，望相关部门处理。就此问题3月15日庐阳区政府答复：“经三孝口街道城市管理部执法人员现场巡查，未见该处有商户将货物摆放店外经营情况发生，城管部将对此处加大巡查力度。”来电人表示无任何整改迹象，有近7家商户晚间在门口搭建了长三米宽两米的蓝色棚子，严重影响出行和市容，望相关部门处理。,庐阳区,庐阳区城隍庙庙东街两侧,
21032998340031,长丰县陶楼镇古城社区杨老郢村村民反映，村委会未提前通知，将其家土地上的农作物铲除，将土地租出去了，对此不满，要求相关部门核实处理。,长丰县,长丰县陶楼镇古城社区杨老郢村,杨老郢村
21032998530017,来电人反映：1、包河区宿松路（昌水路与祁门路中间路段）规划了临时泊车位，导致非机动车通行困难，长期占用机动车道行驶，存在交通安全隐患，要求取消该路段的临时泊车位。2、桐城南路与东流路交口的路桥下，长期有大量机动车占道违停，望交警部门加强管理。,包河区,包河区宿松路（昌水路与祁门路中间路段）,
21032998300024,反映龙川路与习友路交口由西往东方向的左转红绿灯时间过短，上班高峰期堵车严重，建议调整红绿灯时长，望相关部门核实处理。,蜀山区,龙川路与习友路交口,
21032998680028,来电查询（流水号：21032798590040）关于庐阳区庐江路127号省供销社宿舍16栋后方建设泵房噪音扰民的处理结果。,庐阳区,庐阳区庐江路127号省供销社宿舍16栋后方,
21032998300025,无效电话。,合肥市,,
21032998340032,反映合肥市房价较高，建议市政府出台政策控制房价。,合肥市,,
21032998970026,反映包河区南淝河路金葡萄家园12栋202室进户门门框较大，安装的比较靠外，开门时会磕碰到旁边住户的门框上，对此不满，望相关部门协调处理。,包河区,包河区南淝河路金葡萄家园12栋202室,金葡萄家园
21032998680029,肥东县店埠镇排头村村民反映，排头小学门口撮镇路有很机动车违停，影响道路正常通行，望及时处理。,肥东县,肥东县店埠镇排头村,排头村:排头小学
21032998530018,反映蜀山区金寨路与南一环交口梦都酒店门口的人行通道，被同庆楼集团使用可移动设备进行封堵，严重影响通行，望核实处理。,蜀山区,蜀山区金寨路与南一环交口梦都酒店门口,梦都酒店
21032998390019,反映有很多人开车的时候打电话，建议交警部门加大查处力度。,合肥市,,
21032998300026,反映肥东县撮镇镇义和尚真中学早上会用喇叭播放音乐，噪音扰民，要求关闭音乐，望相关部门核实处理。,肥东县,肥东县撮镇镇义和尚真中学,义和尚真中学
21032998970027,无效电话。,合肥市,,
21032998530019,反映庐阳区凤台路45中橡树湾校区门口，现有大量机动车占道违停，影响通行，要求处理。,庐阳区,庐阳区凤台路45中橡树湾校区门口,中橡树湾校区
21032998300027,庐阳区荣城北苑廉租房3栋104室住户岳成云反映，其身患脑梗半边身体偏瘫无法行动，且没有任何亲人，望政府给予帮助。,庐阳区,庐阳区荣城北苑廉租房3栋104室,荣城北苑
21032998340033,长丰县陶楼镇新丰社区南元组村民反映，有人私自在村庄的农田内栽种树木，要求处理。,长丰县,长丰县陶楼镇新丰社区南元组,新丰社区
21032998970028,反映瑶海区铜陵路杨老岗公交站台周围摆放了许多垃圾桶，导致有污水横流，气味难闻，对此不满，要求将垃圾桶撤除。,瑶海区,瑶海区铜陵路杨老岗公交站台,
21032998530020,反映淮南市拆迁补偿的问题，要求转接省长热线。,合肥市,淮南市,
21032998680030,反映长丰县双凤开发区金宁路与凤庆路交口往北凤庆路，每天3次圾清扫车把垃圾倾倒在此处，严重污染环境，望及时处理。,长丰县,长丰县双凤开发区金宁路与凤庆路交口往北凤庆路,
21032998300028,反映自己接种过新冠疫苗，但安康码上没有显示已接种，咨询是何原因。,合肥市,,
